Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenue,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,CompanyType
620,Landstar System,LSTR,Transportation,"Trucking, Truck Leasing",yes,no,no,yes,-131,no,no,no,1468,6893.5,"$5,314 ",-28.6,264.4,-38.6,1801.8,Frank A. Lonegro,U.S.,Jacksonville,Florida,Public
621,Host Hotels & Resorts,HST,Financials,Real estate,yes,no,no,no,35,no,no,no,163,14550.9,"$5,311,000 ",8.2,740,16.9,12243,James F. Risoleo,U.S.,Bethesda,Maryland,Public
622,Fortinet,FTNT,Technology,Computer Software,yes,yes,no,yes,81,no,no,no,13568,52122.6,"$5,305 ",20.1,1147.8,33.9,7258.9,Ken Xie,U.S.,Sunnyvale,California,Public
623,OneMain Holdings,OMF,Financials,Diversified Financials,yes,no,no,no,21,no,no,no,9100,6118.8,"$5,299,000 ",4.6,641,-27,24294,Douglas H. Shulman,U.S.,Evansville,Indiana,Public
624,GameStop,GME,Retailing,Specialty Retailers: Other,yes,no,no,no,-47,no,no,no,15750,3829.5,"$5,273 ",-11,6.7,,2709,Ryan Cohen,U.S.,Grapevine,Texas,Public
625,Equifax,EFX,Business Services,Financial Data Services,yes,no,no,yes,15,no,no,no,14900,33234.3,"$5,265 ",2.8,545.3,-21.7,12280,Mark W. Begor,U.S.,Atlanta,Georgia,Public
626,American Eagle Outfitters,AEO,Retailing,Specialty Retailers: Apparel,yes,no,no,yes,23,no,no,no,26700,5084.7,"$5,262 ",5.4,170,35.9,3557.9,Jay L. Schottenstein,U.S.,Pittsburgh,Pennsylvania,Public
627,Comerica,CMA,Financials,Commercial Banks,yes,no,no,yes,158,no,no,no,7701,7285.6,"$5,253,000 ",40.5,881,-23.5,85834,Curtis C. Farmer,U.S.,Dallas,Texas,Public
628,Greif,GEF,Materials,"Packaging, Containers",yes,no,no,no,-79,no,no,no,12000,3263.7,"$5,219 ",-17.8,359.2,-4.6,5960.8,Ole G. Rosgaard,U.S.,Delaware,Ohio,Public
629,Comfort Systems USA,FIX,Engineering & Construction,Engineering & Construction,yes,no,no,yes,99,no,no,no,15800,11337.4,"$5,207 ",25.8,323.4,31.5,3305.6,Brian E. Lane,U.S.,Houston,Texas,Public
630,TopBuild,BLD,Engineering & Construction,Engineering & Construction,yes,no,no,yes,17,no,no,no,14012,14021.8,"$5,195 ",3.7,614.3,10.5,5162.9,Robert M. Buck,U.S.,Daytona Beach,Florida,Public
631,Bread Financial Holdings,BFH,Business Services,Financial Data Services,yes,no,no,no,83,no,no,no,7000,1840.6,"$5,168,000 ",19.4,718,222,23141,Ralph J. Andretta,U.S.,Columbus,Ohio,Public
632,Coherent,COHR,Technology,Semiconductors and Other Electronic Components,no,no,no,yes,216,no,no,no,26622,9202.9,"$5,160 ",55.6,-259.5,-210.5,13711.1,Vincent D. Mattera Jr.,U.S.,Saxonburg,Pennsylvania,Public
633,Telephone & Data Systems,TDS,Telecommunications,Telecommunications,no,no,no,no,-18,no,no,no,8800,1810.3,"$5,160,000 ",-4.7,-500,-906.5,13921,LeRoy T. Carlson Jr.,U.S.,Chicago,Illinois,Public
634,Stifel Financial,SF,Financials,Securities,yes,no,no,no,52,no,no,no,9000,8035.6,"$5,159 ",12.3,522.5,-21.1,37727.5,Ronald J. Kruszewski,U.S.,St. Louis,Missouri,Public
635,Urban Outfitters,URBN,Retailing,Specialty Retailers: Apparel,yes,yes,no,yes,31,no,no,no,19460,4028.8,"$5,153 ",7.5,287.7,80.1,4111.2,Richard A. Hayne,U.S.,Philadelphia,Pennsylvania,Public
636,Terex,TEX,Industrials,Construction and Farm Machinery,yes,no,no,yes,66,no,no,no,10200,4314.8,"$5,152 ",16.6,518,72.7,3615.5,Simon  Meester,U.S.,Norwalk,Connecticut,Public
637,Ryerson Holding,RYI,Materials,Metals,yes,no,no,yes,-83,no,no,no,4600,1139.6,"$5,109 ",-19.2,145.7,-62.7,2569.6,Edward J. Lehner,U.S.,Chicago,Illinois,Public
638,Snap-on,SNA,Industrials,Industrial Machinery,yes,no,no,yes,23,no,no,no,13200,15651.8,"$5,108 ",5.5,1011.1,10.9,7544.9,Nicholas T. Pinchuk,U.S.,Kenosha,Wisconsin,Public
639,Flowers Foods,FLO,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,25,no,no,no,9300,5001,"$5,091 ",5.9,123.4,-46,3427,A. Ryals McMullian,U.S.,Thomasville,Georgia,Public
640,First Horizon,FHN,Financials,Commercial Banks,yes,no,no,no,181,no,no,no,7314,8546.1,"$5,027,000 ",43.7,897,-0.3,81661,D. Bryan Jordan,U.S.,Memphis,Tennessee,Public
641,Paychex,PAYX,Business Services,Diversified Outsourcing Services,yes,no,no,yes,40,no,no,no,16600,44186.1,"$5,007 ",8.6,1557.3,11.8,10546.4,John B. Gibson,U.S.,Rochester,New York,Public
642,Hasbro,HAS,Household Products,"Toys, Sporting Goods",no,no,no,no,-57,no,no,no,5502,7844.5,"$5,003 ",-14.6,-1489.3,-831.8,6540.9,Christian P. Cocks,U.S.,Pawtucket,Rhode Island,Public
643,Sentry Insurance Group,,Financials,Insurance: Property and Casualty (Mutual),yes,no,no,yes,54,no,no,no,4507,,"$4,994 ",11.6,373,11.8,24980.9,Peter G. McPartland,U.S.,Stevens Point,Wisconsin,Private
644,Ares Management,ARES,Financials,Securities,yes,yes,no,yes,139,no,no,no,2850,41170.7,"$4,992 ",33.4,474.3,183.1,24730.5,Michael J. Arougheti,U.S.,Los Angeles,California,Public
645,Lennox International,LII,Industrials,Industrial Machinery,yes,no,no,no,25,no,no,no,12600,17393.3,"$4,982 ",5.6,590.1,18.7,2798.3,Alok Maskara,U.S.,Richardson,Texas,Public
646,Peabody Energy,BTU,Energy,"Mining, Crude-Oil Production",yes,no,no,no,4,no,no,no,5400,3088.1,"$4,947 ",-0.7,759.6,-41.4,5962.1,James C. Grech,U.S.,St. Louis,Missouri,Public
647,Kemper,KMPR,Financials,Insurance: Property and Casualty (Stock),no,no,no,no,-46,no,no,no,8100,3983.6,"$4,944 ",-11.3,-272.1,,12742.7,Joseph P. Lacher Jr.,U.S.,Chicago,Illinois,Public
648,Nexstar Media Group,NXST,Media,Entertainment,yes,yes,no,yes,-15,no,no,no,12586,5759.4,"$4,933,000 ",-5.3,346,-64.4,12078,Perry A. Sook,U.S.,Irving,Texas,Public
649,TelevisaUnivision,,Media,Entertainment,no,no,no,no,31,no,no,no,14000,,"$4,928,000 ",6.5,-873.6,,17297.8,Wade C. Davis,U.S.,New York,New York,Private
650,Tempur Sealy International,TPX,Household Products,"Home Equipment, Furnishings",yes,no,no,no,5,no,no,no,12000,9864.7,"$4,925 ",0.1,368.1,-19.2,4553.9,Scott L. Thompson,U.S.,Lexington,Kentucky,Public
651,TriNet Group,TNET,Business Services,Diversified Outsourcing Services,yes,no,no,no,7,no,no,no,3600,6699.7,"$4,922,000 ",0.8,375,5.6,3693,Mike  Simonds,U.S.,Dublin,California,Public
652,Worthington Enterprises,WOR,Materials,Metals,yes,no,no,no,-23,no,no,no,8200,3111.2,"$4,916 ",-6.2,256.5,-32.4,3650.9,B. Andrew Rose,U.S.,Columbus,Ohio,Public
653,Maximus,MMS,Technology,Information Technology Services,yes,no,no,yes,26,no,no,no,39600,5120.5,"$4,905 ",5.9,161.8,-20.6,3985.8,Bruce L. Caswell,U.S.,McLean,Virginia,Public
654,Compass,COMP,Technology,Internet Services and Retailing,no,yes,no,no,-82,no,no,no,2549,1768.6,"$4,885,000 ",-18.8,-321.3,,1160.3,Robert L. Reffkin,U.S.,New York,New York,Public
655,Brink's,BCO,Business Services,Diversified Outsourcing Services,yes,no,no,no,38,no,no,no,67100,4131.7,"$4,875 ",7.5,87.7,-48.6,6601.8,Mark Eubanks,U.S.,Richmond,Virginia,Public
656,Kelly Services,KELYA,Business Services,Temporary Help,yes,no,no,no,-4,no,no,no,6200,883.5,"$4,836 ",-2.6,36.4,,2581.6,Peter W. Quigley,U.S.,Troy,Michigan,Public
657,Navient,NAVI,Financials,Diversified Financials,yes,no,no,yes,107,no,no,no,4500,1961.8,"$4,828,000 ",25.8,228,-64.7,61375,David L. Yowan,U.S.,Herndon,Virginia,Public
658,Puget Energy,,Energy,Utilities: Gas and Electric,yes,no,yes,yes,62,no,no,no,3340,,"$4,817 ",14.1,53.7,-87,17732.5,Mary E. Kipp,U.S.,Bellevue,Washington,Private
659,AMC Entertainment Holdings,AMC,Media,Entertainment,no,no,no,yes,103,no,no,no,18347,979.4,"$4,813 ",23,-396.6,,9009.2,Adam M. Aron,U.S.,Leawood,Kansas,Public
660,Encompass Health,EHC,Health Care,Health Care: Medical Facilities,yes,no,no,yes,-3,no,yes,no,30059,8269.6,"$4,801 ",-1.8,352,29.9,6102.4,Mark J. Tarr,U.S.,Birmingham,Alabama,Public
661,Skyworks Solutions,SWKS,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-56,no,no,no,9701,17379.4,"$4,772 ",-13,982.8,-22.9,8426.7,Liam K. Griffin,U.S.,Irvine,California,Public
662,Timken,TKR,Industrials,Industrial Machinery,yes,no,no,yes,34,no,no,no,19602,6154.1,"$4,769,000 ",6.1,394.1,-3.3,6541.7,Richard G. Kyle,U.S.,North Canton,Ohio,Public
663,Liberty Energy,LBRT,Energy,"Oil and Gas Equipment, Services",yes,yes,no,yes,62,no,no,no,5500,3441.3,"$4,748 ",14.4,556.3,39.2,3033.6,Christopher A. Wright,U.S.,Denver,Colorado,Public
664,Marriott Vacations Worldwide,VAC,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,11,no,yes,no,22000,3789.7,"$4,727,000 ",1.5,254,-35,9680,John E. Geller Jr.,U.S.,Orlando,Florida,Public
665,Leggett & Platt,LEG,Household Products,"Home Equipment, Furnishings",no,no,no,no,-27,no,yes,no,19300,2562.4,"$4,725 ",-8.2,-136.8,-144.2,4634.5,J. Mitchell Dolloff,U.S.,Carthage,Missouri,Public
666,Big Lots,BIG,Retailing,Specialty Retailers: Other,no,no,no,no,-57,no,no,no,21150,126.5,"$4,722 ",-13.6,-481.9,,3325.3,Bruce K. Thorn,U.S.,Columbus,Ohio,Public
667,Weis Markets,WMK,Food & Drug Stores,Food & Drug Stores,yes,no,no,no,5,no,no,no,23000,1732.3,"$4,697,000 ",,103.8,-17.1,2039.6,Jonathan H. Weis,U.S.,Sunbury,Pennsylvania,Public
668,Pinnacle West Capital,PNW,Energy,Utilities: Gas and Electric,yes,no,no,yes,47,no,no,no,6133,9215.1,"$4,696,000 ",8.6,501.6,3.7,24661.2,Jeffrey B Guldner,U.S.,Phoenix,Arizona,Public
669,EPAM Systems,EPAM,Technology,Information Technology Services,yes,yes,no,no,-6,no,no,no,53150,15969.6,"$4,691 ",-2.8,417.1,-0.6,4352.4,Arkadiy Dobkin,U.S.,Newtown,Pennsylvania,Public
670,Antero Resources,AR,Energy,"Mining, Crude-Oil Production",yes,yes,no,yes,-166,no,no,no,604,8803.5,"$4,682,000 ",-34.4,242.9,-87.2,13619.4,Paul M. Rady,U.S.,Denver,Colorado,Public
671,Bloomin' Brands,BLMN,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,no,33,no,no,no,87000,2497.2,"$4,672 ",5.8,247.4,142.8,3424.1,David J. Deno,U.S.,Tampa,Florida,Public
672,MDU Resources Group,MDU,Energy,Energy,yes,no,yes,no,-157,no,no,no,9145,5138,"$4,657 ",-33.2,414.7,12.8,7833.2,Nicole A. Kivisto,U.S.,Bismarck,North Dakota,Public
673,MDC Holdings,,Engineering & Construction,Homebuilders,yes,no,no,yes,-78,no,no,no,1760,4721.3,"$4,643 ",-18.8,401,-28.7,5631.1,David D. Mandarich,U.S.,Denver,Colorado,Private
674,Texas Roadhouse,TXRH,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,66,no,no,no,91000,10322.9,"$4,632 ",15.4,304.9,13,2793.4,Gerald L. Morgan,U.S.,Louisville,Kentucky,Public
675,Mercury General,MCY,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,121,no,no,no,4100,2857.2,"$4,630 ",27.1,96.3,,7103.4,Gabriel Tirador,U.S.,Los Angeles,California,Public
676,Fortune Brands Innovations,FBIN,Materials,"Building Materials, Glass",yes,no,no,yes,-207,no,no,no,11700,10643.1,"$4,626 ",-41.6,404.5,-41.1,6565,Nicholas I. Fink,U.S.,Deerfield,Illinois,Public
677,Zions Bancorp.,ZION,Financials,Commercial Banks,yes,no,no,no,168,no,no,no,9679,6405.8,"$4,624,000 ",38.6,680,-25,87203,Paul E. Burdiss,U.S.,Salt Lake City,Utah,Public
678,JELD-WEN Holding,JELD,Materials,"Building Materials, Glass",yes,no,no,no,-39,no,no,no,17700,1825.2,"$4,606 ",-10.2,62.4,36.6,2980.1,William J. Christensen,U.S.,Charlotte,North Carolina,Public
679,Snap,SNAP,Technology,Internet Services and Retailing,no,yes,no,yes,5,no,no,no,5289,18949.2,"$4,606 ",0.1,-1322.5,,7967.8,Evan Spiegel,U.S.,Santa Monica,California,Public
680,Zebra Technologies,ZBRA,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-89,no,no,no,9750,15493.3,"$4,584,000 ",-20.7,296,-36.1,7306,William J. Burns,U.S.,Lincolnshire,Illinois,Public
681,Agilon Health,AGL,Health Care,Health Care: Pharmacy and Other Services,no,no,no,yes,260,no,no,no,1117,2498.2,"$4,583 ",69.2,-262.6,,1740.9,Steven J. Sell,U.S.,Austin,Texas,Public
682,Toro,TTC,Industrials,Construction and Farm Machinery,yes,no,no,no,12,no,yes,no,10706,9566.8,"$4,553 ",0.9,329.7,-25.6,3644.3,Richard M. Olson,U.S.,Bloomington,Minnesota,Public
683,Zoom Video Communications,ZM,Technology,Computer Software,yes,yes,no,no,24,no,yes,no,7420,20105.2,"$4,527 ",3.1,637.5,514.7,9929.8,Eric S. Yuan,U.S.,San Jose,California,Public
684,Tetra Tech,TTEK,Engineering & Construction,Engineering & Construction,yes,no,no,yes,135,no,no,no,27000,9875.8,"$4,523 ",29.1,273.4,3.9,3820.5,Dan L. Batrack,U.S.,Pasadena,California,Public
685,Public Storage,PSA,Financials,Real estate,yes,no,no,yes,39,no,no,no,6200,50964.6,"$4,518 ",8,2148.3,-50.6,19809.2,Joseph D. Russell Jr.,U.S.,Glendale,California,Public
686,Illumina,ILMN,Technology,"Scientific,Photographic and  Control Equipment",no,no,no,no,1,no,no,no,11490,21820.1,"$4,504,000 ",-1.7,-1161,,10111,Jacob Thaysen,U.S.,San Diego,California,Public
687,Ventas,VTR,Financials,Real estate,no,no,yes,yes,43,no,no,no,486,17523.2,"$4,498 ",8.9,-41,,24725.4,Debra A. Cafaro,U.S.,Chicago,Illinois,Public
688,FMC,FMC,Chemicals,Chemicals,yes,no,no,no,-99,no,no,no,6600,7950.8,"$4,487 ",-22.7,1321.5,79.4,11926.2,Pierre R. Brondeau,U.S.,Philadelphia,Pennsylvania,Public
689,ArcBest,ARCB,Transportation,"Trucking, Truck Leasing",yes,no,yes,no,-68,no,no,no,15000,3349.3,"$4,483 ",-15.8,195.4,-34.5,2485.1,Judy R. McReynolds,U.S.,Fort Smith,Arkansas,Public
690,Domino's Pizza,DPZ,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,2,no,no,no,8850,17305.7,"$4,479 ",-1.3,519.1,14.8,1674.9,Russell J. Weiner,U.S.,Ann Arbor,Michigan,Public
691,ASGN,ASGN,Business Services,Diversified Outsourcing Services,yes,no,no,no,-3,no,no,no,15450,4871.3,"$4,451 ",-2.8,219.3,-18.2,3544.6,Theodore S. Hanson,U.S.,Glen Allen,Virginia,Public
692,Rivian Automotive,RIVN,Motor Vehicles & Parts,Motor Vehicles & Parts,no,yes,no,yes,0,no,no,no,16790,10703.1,"$4,434,000 ",167.4,-5432,,16778,Robert J. Scaringe,U.S.,Irvine,California,Public
693,Elanco Animal Health,ELAN,Health Care,Pharmaceuticals,no,no,no,yes,12,no,no,no,9800,8025.6,"$4,417,000 ",0.1,-1231,,14362,Jeffrey N. Simmons,U.S.,Greenfield,Indiana,Public
694,Graham Holdings,GHC,Business Services,Education,yes,no,no,yes,61,no,no,no,17006,3421.6,"$4,415 ",12.5,205.3,206,7187.7,Timothy J. O?Shaughnessy,U.S.,Arlington,Virginia,Public
695,Floor & Decor Holdings,FND,Retailing,Specialty Retailers: Other,yes,no,no,yes,23,no,no,no,11320,13870.7,"$4,414 ",3.5,246,-17.5,4662.6,Thomas V. Taylor,U.S.,Atlanta,Georgia,Public
696,Applied Industrial Technologies,AIT,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,74,no,no,no,6200,7639.2,"$4,413 ",15.8,346.7,34.7,2743.3,Neil A. Schrimsher,U.S.,Cleveland,Ohio,Public
697,PriceSmart,PSMT,Retailing,General Merchandisers,yes,yes,no,yes,40,no,no,no,11000,2563.3,"$4,412 ",8.5,109.2,4.5,2005.6,Robert E. Price,U.S.,San Diego,California,Public
698,Lyft,LYFT,Technology,Internet Services and Retailing,no,no,no,no,36,no,no,no,2945,7736.3,"$4,404 ",7.5,-340.3,,4564.5,John David Risher,U.S.,San Francisco,California,Public
699,Ciena,CIEN,Technology,Network and Other Communications Equipment,yes,no,no,yes,98,no,no,no,8398,7150.6,"$4,387 ",20.8,254.8,66.7,5601.5,Gary B. Smith,U.S.,Hanover,Maryland,Public
700,IAC,IAC,Technology,Internet Services and Retailing,yes,no,no,no,-70,no,no,no,9500,4585.4,"$4,365 ",-16.6,265.9,,10371.2,Joseph M. Levin,U.S.,New York,New York,Public
701,Country Financial,,Financials,Insurance: Property and Casualty (Mutual),no,no,no,yes,59,no,no,no,3275,,"$4,358 ",11.4,-65.4,-129.5,17272.8,Jim Jacobs,U.S.,Bloomington,Illinois,Private
702,Western Union,WU,Business Services,Financial Data Services,yes,no,no,yes,-4,no,no,no,9000,4783.9,"$4,357,000 ",-2.6,626,-31.3,8198.8,Devin B. McGranahan,U.S.,Denver,Colorado,Public
703,Flowserve,FLS,Industrials,Industrial Machinery,yes,no,no,no,97,no,no,no,16000,5994.4,"$4,321 ",19.5,186.7,-1,5108.7,R. Scott Rowe,U.S.,Irving,Texas,Public
704,Western Alliance Bancorp.,WAL,Financials,Commercial Banks,yes,no,no,no,187,no,no,no,3260,7072.5,"$4,316,000 ",43.1,722.4,-31.7,70862,Kenneth A. Vecchione,U.S.,Phoenix,Arizona,Public
705,Option Care Health,OPCH,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,no,45,no,no,no,6806,5819.1,"$4,302 ",9.1,267.1,77.4,3217,John C. Rademacher,U.S.,Bannockburn,Illinois,Public
706,SiteOne Landscape Supply,SITE,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,35,no,no,no,7585,7887.3,"$4,301 ",7.1,173.4,-29.3,2828.9,Doug Black,U.S.,Roswell,Georgia,Public
707,Topgolf Callaway Brands,MODG,"Hotels, Restaurants & Leisure","Toys, Sporting Goods",yes,no,no,no,36,no,no,no,32000,2968.8,"$4,285 ",7.2,95,-39.8,9120.6,Oliver G. Brewer III,U.S.,Carlsbad,California,Public
708,eXp World Holdings,EXPI,Financials,Real estate,no,yes,no,yes,-23,no,no,no,2114,1569.7,"$4,281 ",-6.9,-9,-158.1,385.7,Glenn Sanford,U.S.,Bellingham,Washington,Public
709,Abercrombie & Fitch,ANF,Retailing,Specialty Retailers: Apparel,yes,no,yes,yes,80,no,no,no,19200,6317.3,"$4,281 ",15.8,328.1,11552.1,2974.2,Fran Horowitz,U.S.,New Albany,Ohio,Public
710,Atmos Energy,ATO,Energy,Utilities: Gas and Electric,yes,no,no,yes,12,no,no,no,5019,17930.3,"$4,275 ",1.8,885.9,14.4,22517,John K. Akers,U.S.,Dallas,Texas,Public
711,Catalent,CTLT,Health Care,Pharmaceuticals,no,no,no,no,-49,no,no,no,17800,10202.6,"$4,263,000 ",-11.2,-256,-153,10777,Alessandro Maselli,U.S.,Somerset,New Jersey,Public
712,Brown & Brown,BRO,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,95,no,no,no,16152,24978.7,"$4,257 ",19.1,870.5,29.6,14883.4,J. Powell Brown,U.S.,Daytona Beach,Florida,Public
713,GoDaddy,GDDY,Technology,Internet Services and Retailing,yes,no,no,no,22,no,no,no,6159,16909.3,"$4,254 ",4,1374.8,290.3,7564.9,Aman Bhutani,U.S.,Tempe,Arizona,Public
714,American Water Works,AWK,Energy,Utilities: Gas and Electric,yes,no,yes,no,60,no,no,no,6500,23809.2,"$4,234,000 ",11.7,944,15.1,30298,M. Susan Hardwick,U.S.,Camden,New Jersey,Public
715,Selective Insurance Group,SIGI,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,95,no,no,no,2650,6636.6,"$4,232 ",18.9,365.2,62.4,11802.5,John J. Marchioni,U.S.,Branchville,New Jersey,Public
716,Brown-Forman,BF.B,"Food, Beverages & Tobacco",Beverages,yes,no,no,yes,35,no,no,no,5600,24616.6,"$4,228,000 ",7.5,783,-6.6,7777,Lawson E. Whiting,U.S.,Louisville,Kentucky,Public
717,Advantage Solutions,ADV,Business Services,"Advertising, marketing",no,no,no,no,21,no,no,no,45000,1387.4,"$4,225 ",4.3,-63.3,,3779.3,David Peacock,U.S.,Irvine,California,Public
718,ResMed,RMD,Health Care,Medical Products and Equipment,yes,no,no,yes,86,no,no,no,10140,29086.8,"$4,223,000 ",18,897.6,15.2,6751.7,Michael J. Farrell,U.S.,San Diego,California,Public
719,Splunk,,Technology,Computer Software,yes,no,no,no,76,no,no,no,7500,,"$4,216 ",15.4,263.7,,6687.4,Gary Steele,U.S.,San Francisco,California,Private
720,Plexus,PLXS,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,49,no,no,no,25000,2618.1,"$4,210 ",10.5,139.1,0.6,3321.2,Todd P. Kelsey,U.S.,Neenah,Wisconsin,Public
721,Hub Group,HUBG,Transportation,Transportation and Logistics,yes,no,no,yes,-101,no,no,no,5950,2715.4,"$4,203 ",-21.3,167.5,-53.1,2936,Phillip D. Yeager,U.S.,Oak Brook,Illinois,Public
722,Lincoln Electric Holdings,LECO,Industrials,Industrial Machinery,yes,no,no,no,55,no,no,no,12000,14515.4,"$4,192 ",11.4,545.2,15.5,3377.3,Steven B. Hedlund,U.S.,Cleveland,Ohio,Public
723,NCR Atleos,NATL,Business Services,Financial Data Services,no,no,no,no,0,no,no,no,20000,1424,"$4,191,000 ",,-134,,5741,Timothy C. Oliver,U.S.,Atlanta,Georgia,Public
724,Calumet,CLMT,Energy,Petroleum Refining,yes,no,no,yes,-50,no,no,no,1580,1192.1,"$4,181,000 ",-10.8,48.1,,2751.3,Todd Borgmann,U.S.,Indianapolis,Indiana,Public
725,Dycom Industries,DY,Engineering & Construction,Engineering & Construction,yes,no,no,yes,46,no,no,no,15611,4175.5,"$4,176 ",9.6,218.9,53.9,2516.9,Steven E. Nielsen,U.S.,Palm Beach Gardens,Florida,Public
726,Valmont Industries,VMI,Materials,Metals,yes,no,no,no,-15,no,no,no,11125,4607.7,"$4,175 ",-3.9,150.8,-39.9,3477.4,Avner M. Applbaum,U.S.,Omaha,Nebraska,Public
727,ATI,ATI,Materials,Metals,yes,no,yes,yes,38,no,no,no,7300,6367.6,"$4,174 ",8.8,410.8,213.8,4985.1,Kimberly A. Fields,U.S.,Dallas,Texas,Public
728,Twilio,TWLO,Technology,Internet Services and Retailing,no,no,no,no,39,no,no,no,5867,11133,"$4,154 ",8.6,-1015.4,,11609.7,Khozema Z. Shipchandler,U.S.,San Francisco,California,Public
729,CNO Financial Group,CNO,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,77,no,no,no,3500,2985.6,"$4,147 ",15.9,276.5,-30.3,35102.5,Gary C. Bhojwani,U.S.,Carmel,Indiana,Public
730,Patterson-UTI Energy,PTEN,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,221,no,no,no,10600,4873.8,"$4,147 ",56.6,246.3,59.2,7420,William A. Hendricks Jr.,U.S.,Houston,Texas,Public
731,Brinker International,EAT,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,42,no,no,no,64323,2197.2,"$4,133 ",8.7,102.6,-12.8,2487,Kevin D. Hochman,U.S.,Dallas,Texas,Public
732,Charles River Laboratories International,CRL,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,yes,13,no,yes,no,21100,13956.8,"$4,129 ",3.9,474.6,-2.4,8195,James C. Foster,U.S.,Wilmington,Massachusetts,Public
733,Hyster-Yale,HY,Industrials,Industrial Machinery,yes,no,no,yes,80,no,no,no,8600,1122.3,"$4,118 ",16.1,125.9,,2079.1,Rajiv K. Prasad,U.S.,Cleveland,Ohio,Public
734,Brighthouse Financial,BHF,Financials,"Insurance: Life, Health (stock)",no,no,no,no,-286,no,no,no,1500,3240.9,"$4,117,000 ",-51.4,-1112,-22340,236340,Eric T. Steigerwalt,U.S.,Charlotte,North Carolina,Public
735,Service Corp. International,SCI,Business Services,Miscellaneous,yes,no,no,no,-4,no,no,no,21267,10872.8,"$4,100 ",-0.2,537.3,-5,16355.4,Thomas L. Ryan,U.S.,Houston,Texas,Public
736,CrossAmerica Partners,CAPL,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,-65,no,no,no,2521,865.6,"$4,091 ",-12.9,42.6,-33.1,1181.7,Charles M. Nifong Jr.,U.S.,Allentown,Pennsylvania,Public
737,Cadence,CDNS,Technology,Computer Software,yes,no,no,yes,72,no,no,yes,11226,84855.2,"$4,090,000 ",14.8,1041.1,22.6,5669.5,Anirudh Devgan,U.S.,San Jose,California,Public
738,MillerKnoll,MLKN,Household Products,"Home Equipment, Furnishings",yes,no,yes,no,11,no,no,no,10900,1803,"$4,087 ",3.6,42.1,,4274.8,Andrea R. Owen,U.S.,Zeeland,Michigan,Public
739,Realty Income,O,Financials,Real estate,yes,no,no,yes,103,no,no,no,418,46586.8,"$4,079,000 ",22,872.3,0.3,57779.4,Sumit Roy,U.S.,San Diego,California,Public
740,Middleby,MIDD,Industrials,Industrial Machinery,yes,no,no,no,-1,no,no,no,10722,8644.6,"$4,037 ",0.1,400.9,-8.2,6906.7,Timothy J. FitzGerald,U.S.,Elgin,Illinois,Public
741,M/I Homes,MHO,Engineering & Construction,Homebuilders,yes,no,no,no,-12,no,no,no,1607,3789.8,"$4,034 ",-2.4,465.4,-5.2,4022.4,Robert H. Schottenstein,U.S.,Columbus,Ohio,Public
